Place	RIGOCode	RIGOCodeSt	RIGOCodeNo	RIGO2	RIGO	Code	Muni									
Forsyth County	NC02	NC	02	0	Piedmont Triad Regional Council	37067	0									
Guilford County	NC02	NC	02	0	Piedmont Triad Regional Council	37081	0									
Montgomery County	NC02	NC	02	0	Piedmont Triad Regional Council	37123	0									
Randolph County	NC02	NC	02	0	Piedmont Triad Regional Council	37151	0									
Rockingham County	NC02	NC	02	0	Piedmont Triad Regional Council	37157	0									
Stokes County	NC02	NC	02	0	Piedmont Triad Regional Council	37169	0									
Surry County	NC02	NC	02	0	Piedmont Triad Regional Council	37171	0									
Yadkin County	NC02	NC	02	0	Piedmont Triad Regional Council	37197	0									
Chatham County	NC03	NC	03	0	Triangle J Council of Governments	37037	0									
Durham County	NC03	NC	03	0	Triangle J Council of Governments	37063	0									
Johnston County	NC03	NC	03	0	Triangle J Council of Governments	37101	0									
Lee County	NC03	NC	03	0	Triangle J Council of Governments	37105	0									
Moore County	NC03	NC	03	0	Triangle J Council of Governments	37125	0									
Orange County	NC03	NC	03	0	Triangle J Council of Governments	37135	0									
Wake County	NC03	NC	03	0	Triangle J Council of Governments	37183	0									
Cherokee County	NC04	NC	04	0	Southwestern Commission	37039	0									
Clay County	NC04	NC	04	0	Southwestern Commission	37043	0									
Graham County	NC04	NC	04	0	Southwestern Commission	37075	0									
Haywood County	NC04	NC	04	0	Southwestern Commission	37087	0									
Jackson County	NC04	NC	04	0	Southwestern Commission	37099	0									
Macon County	NC04	NC	04	0	Southwestern Commission	37113	0									
Swain County	NC04	NC	04	0	Southwestern Commission	37173	0									
Buncombe County	NC05	NC	05	0	Land-of-Sky Regional Council	37021	0									
Henderson County	NC05	NC	05	0	Land-of-Sky Regional Council	37089	0									
Madison County	NC05	NC	05	0	Land-of-Sky Regional Council	37115	0									
Transylvania County	NC05	NC	05	0	Land-of-Sky Regional Council	37175	0									
Cleveland County	NC06	NC	06	0	Isothermal Planning and Development Commission	37045	0									
McDowell County	NC06	NC	06	0	Isothermal Planning and Development Commission	37111	0									
Polk County	NC06	NC	06	0	Isothermal Planning and Development Commission	37149	0									
Rutherford County	NC06	NC	06	0	Isothermal Planning and Development Commission	37161	0									
Alleghany County	NC07	NC	07	0	High Country Council of Governments	37005	0									
Ashe County	NC07	NC	07	0	High Country Council of Governments	37009	0									
Avery County	NC07	NC	07	0	High Country Council of Governments	37011	0									
Mitchell County	NC07	NC	07	0	High Country Council of Governments	37121	0									
Watauga County	NC07	NC	07	0	High Country Council of Governments	37189	0									
Wilkes County	NC07	NC	07	0	High Country Council of Governments	37193	0									
Yancey County	NC07	NC	07	0	High Country Council of Governments	37199	0									
Alexander County	NC08	NC	08	0	Western Piedmont Council of Governments	37003	0									
Burke County	NC08	NC	08	0	Western Piedmont Council of Governments	37023	0									
Caldwell County	NC08	NC	08	0	Western Piedmont Council of Governments	37027	0									
Catawba County	NC08	NC	08	0	Western Piedmont Council of Governments	37035	0									
Franklin County	NC09	NC	09	0	Kerr-Tar Council of Governments	37069	0									
Granville County	NC09	NC	09	0	Kerr-Tar Council of Governments	37077	0									
Person County	NC09	NC	09	0	Kerr-Tar Council of Governments	37145	0									
Vance County	NC09	NC	09	0	Kerr-Tar Council of Governments	37181	0									
Warren County	NC09	NC	09	0	Kerr-Tar Council of Governments	37185	0									
Edgecombe County	NC10	NC	10	0	Upper Coastal Plain Council of Governments	37065	0									
Halifax County	NC10	NC	10	0	Upper Coastal Plain Council of Governments	37083	0									
Nash County	NC10	NC	10	0	Upper Coastal Plain Council of Governments	37127	0									
Northampton County	NC10	NC	10	0	Upper Coastal Plain Council of Governments	37131	0									
Wilson County	NC10	NC	10	0	Upper Coastal Plain Council of Governments	37195	0									
Cumberland County	NC11	NC	11	0	Mid-Carolina Council of Governments	37051	0									
Harnett County	NC11	NC	11	0	Mid-Carolina Council of Governments	37085	0									
Sampson County	NC11	NC	11	0	Mid-Carolina Council of Governments	37163	0									
Bladen County	NC12	NC	12	0	Lumber River Council of Governments	37017	0									
Hoke County	NC12	NC	12	0	Lumber River Council of Governments	37093	0									
Richmond County	NC12	NC	12	0	Lumber River Council of Governments	37153	0									
Robeson County	NC12	NC	12	0	Lumber River Council of Governments	37155	0									
Scotland County	NC12	NC	12	0	Lumber River Council of Governments	37165	0									
Brunswick County	NC13	NC	13	0	Cape Fear Council of Governments	37019	0									
Columbus County	NC13	NC	13	0	Cape Fear Council of Governments	37047	0									
New Hanover County	NC13	NC	13	0	Cape Fear Council of Governments	37129	0									
Pender County	NC13	NC	13	0	Cape Fear Council of Governments	37141	0									
Carteret County	NC14	NC	14	0	Eastern Carolina Council of Governments	37031	0									
Craven County	NC14	NC	14	0	Eastern Carolina Council of Governments	37049	0									
Duplin County	NC14	NC	14	0	Eastern Carolina Council of Governments	37061	0									
Greene County	NC14	NC	14	0	Eastern Carolina Council of Governments	37079	0									
Jones County	NC14	NC	14	0	Eastern Carolina Council of Governments	37103	0									
Lenoir County	NC14	NC	14	0	Eastern Carolina Council of Governments	37107	0									
Onslow County	NC14	NC	14	0	Eastern Carolina Council of Governments	37133	0									
Pamlico County	NC14	NC	14	0	Eastern Carolina Council of Governments	37137	0									
Wayne County	NC14	NC	14	0	Eastern Carolina Council of Governments	37191	0									
Beaufort County	NC15	NC	15	0	Mid-East Commission	37013	0									
Bertie County	NC15	NC	15	0	Mid-East Commission	37015	0									
Hertford County	NC15	NC	15	0	Mid-East Commission	37091	0									
Martin County	NC15	NC	15	0	Mid-East Commission	37117	0									
Pitt County	NC15	NC	15	0	Mid-East Commission	37147	0									
Camden County	NC16	NC	16	0	Albemarle Commission	37029	0									
Chowan County	NC16	NC	16	0	Albemarle Commission	37041	0									
Currituck County	NC16	NC	16	0	Albemarle Commission	37053	0									
Dare County	NC16	NC	16	0	Albemarle Commission	37055	0									
Gates County	NC16	NC	16	0	Albemarle Commission	37073	0									
Hyde County	NC16	NC	16	0	Albemarle Commission	37095	0									
Pasquotank County	NC16	NC	16	0	Albemarle Commission	37139	0									
Perquimans County	NC16	NC	16	0	Albemarle Commission	37143	0									
Tyrrell County	NC16	NC	16	0	Albemarle Commission	37177	0									
Washington County	NC16	NC	16	0	Albemarle Commission	37187	0									
Cass County	ND01	ND	01	0	Lake Agassiz Regional Council	38017	0									
Ransom County	ND01	ND	01	0	Lake Agassiz Regional Council	38073	0									
Richland County	ND01	ND	01	0	Lake Agassiz Regional Council	38077	0									
Sargent County	ND01	ND	01	0	Lake Agassiz Regional Council	38081	0									
Steele County	ND01	ND	01	0	Lake Agassiz Regional Council	38091	0									
Traill County	ND01	ND	01	0	Lake Agassiz Regional Council	38097	0									
Burleigh County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38015	0									
Emmons County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38029	0									
Grant County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38037	0									
Kidder County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38043	0									
McLean County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38055	0									
Mercer County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38057	0									
Morton County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38059	0									
Oliver County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38065	0									
Sheridan County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38083	0									
Sioux County	ND02	ND	02	0	Lewis and Clark Regional Development Council	38085	0									
Benson County	ND03	ND	03	0	North Central Planning Council	38005	0									
Cavalier County	ND03	ND	03	0	North Central Planning Council	38019	0									
Eddy County	ND03	ND	03	0	North Central Planning Council	38027	0									
Ramsey County	ND03	ND	03	0	North Central Planning Council	38071	0									
Rolette County	ND03	ND	03	0	North Central Planning Council	38079	0									
Towner County	ND03	ND	03	0	North Central Planning Council	38095	0									
Grand Forks County	ND04	ND	04	0	Red River Regional Council	38035	0									
Nelson County	ND04	ND	04	0	Red River Regional Council	38063	0									
Pembina County	ND04	ND	04	0	Red River Regional Council	38067	0									
Walsh County	ND04	ND	04	0	Red River Regional Council	38099	0									
Adams County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38001	0									
Billings County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38007	0									
Bowman County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38011	0									
Dunn County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38025	0									
Golden Valley County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38033	0									
Hettinger County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38041	0									
Slope County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38087	0									
Stark County	ND05	ND	05	0	Roosevelt-Custer Regional Council for Development	38089	0									
Barnes County	ND06	ND	06	0	South Central Dakota Regional Council	38003	0									
Dickey County	ND06	ND	06	0	South Central Dakota Regional Council	38021	0									
Foster County	ND06	ND	06	0	South Central Dakota Regional Council	38031	0									
Griggs County	ND06	ND	06	0	South Central Dakota Regional Council	38039	0									
LaMoure County	ND06	ND	06	0	South Central Dakota Regional Council	38045	0									
Logan County	ND06	ND	06	0	South Central Dakota Regional Council	38047	0									
McIntosh County	ND06	ND	06	0	South Central Dakota Regional Council	38051	0									
Stutsman County	ND06	ND	06	0	South Central Dakota Regional Council	38093	0									
Wells County	ND06	ND	06	0	South Central Dakota Regional Council	38103	0									
Bottineau County	ND07	ND	07	0	Souris Basin Planning Council	38009	0									
Burke County	ND07	ND	07	0	Souris Basin Planning Council	38013	0									
McHenry County	ND07	ND	07	0	Souris Basin Planning Council	38049	0									
Mountrail County	ND07	ND	07	0	Souris Basin Planning Council	38061	0									
Pierce County	ND07	ND	07	0	Souris Basin Planning Council	38069	0									
Renville County	ND07	ND	07	0	Souris Basin Planning Council	38075	0									
Ward County	ND07	ND	07	0	Souris Basin Planning Council	38101	0									
Divide County	ND08	ND	08	0	Tri-County Regional Development Council	38023	0									
McKenzie County	ND08	ND	08	0	Tri-County Regional Development Council	38053	0									
Williams County	ND08	ND	08	0	Tri-County Regional Development Council	38105	0									
Douglas County	NE01	NE	01	0	Omaha-Council Bluffs Metropolitan Planning Agency	31055	0									
Sarpy County	NE01	NE	01	0	Omaha-Council Bluffs Metropolitan Planning Agency	31153	0									
Washington County	NE01	NE	01	0	Omaha-Council Bluffs Metropolitan Planning Agency	31177	0									
Banner County	NE02	NE	02	0	Panhandle Area Development District	31007	0									
Box Butte County	NE02	NE	02	0	Panhandle Area Development District	31013	0									
Cheyenne County	NE02	NE	02	0	Panhandle Area Development District	31033	0									
Dawes County	NE02	NE	02	0	Panhandle Area Development District	31045	0									
Deuel County	NE02	NE	02	0	Panhandle Area Development District	31049	0									
Garden County	NE02	NE	02	0	Panhandle Area Development District	31069	0									
Kimball County	NE02	NE	02	0	Panhandle Area Development District	31105	0									
Morrill County	NE02	NE	02	0	Panhandle Area Development District	31123	0									
Scotts Bluff County	NE02	NE	02	0	Panhandle Area Development District	31157	0									
Sheridan County	NE02	NE	02	0	Panhandle Area Development District	31161	0									
Sioux County	NE02	NE	02	0	Panhandle Area Development District	31165	0									
Blaine County	NE03	NE	03	0	Central Nebraska Economic Development District	31009	0									
Boyd County	NE03	NE	03	0	Central Nebraska Economic Development District	31015	0									
Brown County	NE03	NE	03	0	Central Nebraska Economic Development District	31017	0									
Cherry County	NE03	NE	03	0	Central Nebraska Economic Development District	31031	0									
Custer County	NE03	NE	03	0	Central Nebraska Economic Development District	31041	0									
Garfield County	NE03	NE	03	0	Central Nebraska Economic Development District	31071	0									
Greeley County	NE03	NE	03	0	Central Nebraska Economic Development District	31077	0									
Holt County	NE03	NE	03	0	Central Nebraska Economic Development District	31089	0									
Keya Paha County	NE03	NE	03	0	Central Nebraska Economic Development District	31103	0									
Loup County	NE03	NE	03	0	Central Nebraska Economic Development District	31115	0									
Rock County	NE03	NE	03	0	Central Nebraska Economic Development District	31149	0									
Sherman County	NE03	NE	03	0	Central Nebraska Economic Development District	31163	0									
Valley County	NE03	NE	03	0	Central Nebraska Economic Development District	31175	0									
Wheeler County	NE03	NE	03	0	Central Nebraska Economic Development District	31183	0									
Arthur County	NE04	NE	04	0	West Central Nebraska Development District	31005	0									
Chase County	NE04	NE	04	0	West Central Nebraska Development District	31029	0									
Dawson County	NE04	NE	04	0	West Central Nebraska Development District	31047	0									
Dundy County	NE04	NE	04	0	West Central Nebraska Development District	31057	0									
Frontier County	NE04	NE	04	0	West Central Nebraska Development District	31063	0									
Furnas County	NE04	NE	04	0	West Central Nebraska Development District	31065	0									
Gosper County	NE04	NE	04	0	West Central Nebraska Development District	31073	0									
Grant County	NE04	NE	04	0	West Central Nebraska Development District	31075	0									
Hayes County	NE04	NE	04	0	West Central Nebraska Development District	31085	0									
Hitchcock County	NE04	NE	04	0	West Central Nebraska Development District	31087	0									
Hooker County	NE04	NE	04	0	West Central Nebraska Development District	31091	0									
Keith County	NE04	NE	04	0	West Central Nebraska Development District	31101	0									
Lincoln County	NE04	NE	04	0	West Central Nebraska Development District	31111	0									
Logan County	NE04	NE	04	0	West Central Nebraska Development District	31113	0									
McPherson County	NE04	NE	04	0	West Central Nebraska Development District	31117	0									
Perkins County	NE04	NE	04	0	West Central Nebraska Development District	31135	0									
Red Willow County	NE04	NE	04	0	West Central Nebraska Development District	31145	0									
Thomas County	NE04	NE	04	0	West Central Nebraska Development District	31171	0									
Adams County	NE05	NE	05	0	South Central Economic Development District	31001	0									
Buffalo County	NE05	NE	05	0	South Central Economic Development District	31019	0									
Clay County	NE05	NE	05	0	South Central Economic Development District	31035	0									
Franklin County	NE05	NE	05	0	South Central Economic Development District	31061	0									
Hall County	NE05	NE	05	0	South Central Economic Development District	31079	0									
Hamilton County	NE05	NE	05	0	South Central Economic Development District	31081	0									
Harlan County	NE05	NE	05	0	South Central Economic Development District	31083	0									
Howard County	NE05	NE	05	0	South Central Economic Development District	31093	0									
Kearney County	NE05	NE	05	0	South Central Economic Development District	31099	0									
Merrick County	NE05	NE	05	0	South Central Economic Development District	31121	0									
Nuckolls County	NE05	NE	05	0	South Central Economic Development District	31129	0									
Phelps County	NE05	NE	05	0	South Central Economic Development District	31137	0									
Webster County	NE05	NE	05	0	South Central Economic Development District	31181	0									
Cass County	NE06	NE	06	0	Southeast Nebraska Development Districts	31025	0									
Fillmore County	NE06	NE	06	0	Southeast Nebraska Development Districts	31059	0									
Gage County	NE06	NE	06	0	Southeast Nebraska Development Districts	31067	0									
Jefferson County	NE06	NE	06	0	Southeast Nebraska Development Districts	31095	0									
Johnson County	NE06	NE	06	0	Southeast Nebraska Development Districts	31097	0									
Nemaha County	NE06	NE	06	0	Southeast Nebraska Development Districts	31127	0									
Otoe County	NE06	NE	06	0	Southeast Nebraska Development Districts	31131	0									
Pawnee County	NE06	NE	06	0	Southeast Nebraska Development Districts	31133	0									
Polk County	NE06	NE	06	0	Southeast Nebraska Development Districts	31143	0									
Richardson County	NE06	NE	06	0	Southeast Nebraska Development Districts	31147	0									
Saline County	NE06	NE	06	0	Southeast Nebraska Development Districts	31151	0									
Saunders County	NE06	NE	06	0	Southeast Nebraska Development Districts	31155	0									
Seward County	NE06	NE	06	0	Southeast Nebraska Development Districts	31159	0									
Thayer County	NE06	NE	06	0	Southeast Nebraska Development Districts	31169	0									
York County	NE06	NE	06	0	Southeast Nebraska Development Districts	31185	0									
Antelope County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31003	0									
Boone County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31011	0									
Burt County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31021	0									
Butler County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31023	0									
Cedar County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31027	0									
Colfax County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31037	0									
Cuming County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31039	0									
Dixon County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31051	0									
Dodge County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31053	0									
Knox County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31107	0									
Madison County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31119	0									
Nance County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31125	0									
Pierce County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31139	0									
Platte County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31141	0									
Stanton County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31167	0									
Thurston County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31173	0									
Wayne County	NE07	NE	07	0	Northeast Nebraska Economic Developmet District	31179	0									
Lancaster County	NE50	NE	50	0	Lincoln Area MPO	31109	0									
Atkinson	NH01	NH	01	0	Rockingham Planning Commission	1502340	1									
Brentwood	NH01	NH	01	0	Rockingham Planning Commission	1507220	1									
Danville	NH01	NH	01	0	Rockingham Planning Commission	1517140	1									
East Kingston	NH01	NH	01	0	Rockingham Planning Commission	1521380	1									
Epping	NH01	NH	01	0	Rockingham Planning Commission	1524660	1									
Exeter	NH01	NH	01	0	Rockingham Planning Commission	1525380	1									
Fremont	NH01	NH	01	0	Rockingham Planning Commission	1527940	1									
Greenland	NH01	NH	01	0	Rockingham Planning Commission	1531700	1									
Hampstead	NH01	NH	01	0	Rockingham Planning Commission	1532900	1									
Hampton	NH01	NH	01	0	Rockingham Planning Commission	1533060	1									
Hampton Falls	NH01	NH	01	0	Rockingham Planning Commission	1533460	1									
Kensington	NH01	NH	01	0	Rockingham Planning Commission	1539780	1									
Kingston	NH01	NH	01	0	Rockingham Planning Commission	1540100	1									
New Castle	NH01	NH	01	0	Rockingham Planning Commission	1550980	1									
Newfields	NH01	NH	01	0	Rockingham Planning Commission	1551380	1									
Newington	NH01	NH	01	0	Rockingham Planning Commission	1551620	1									
Newton	NH01	NH	01	0	Rockingham Planning Commission	1552900	1									
North Hampton	NH01	NH	01	0	Rockingham Planning Commission	1554580	1									
Plaistow	NH01	NH	01	0	Rockingham Planning Commission	1562500	1									
Portsmouth	NH01	NH	01	0	Rockingham Planning Commission	1562900	1									
Raymond	NH01	NH	01	0	Rockingham Planning Commission	1564020	1									
Rye	NH01	NH	01	0	Rockingham Planning Commission	1566180	1									
Salem	NH01	NH	01	0	Rockingham Planning Commission	1566660	1									
Sandown	NH01	NH	01	0	Rockingham Planning Commission	1567620	1									
Seabrook	NH01	NH	01	0	Rockingham Planning Commission	1568260	1									
South Hampton	NH01	NH	01	0	Rockingham Planning Commission	1571140	1									
Stratham	NH01	NH	01	0	Rockingham Planning Commission	1574340	1									
Brookfield	NH02	NH	02	0	Stratford Regional Planning Commission	307940	1									
Wakefield	NH02	NH	02	0	Stratford Regional Planning Commission	378180	1									
Newmarket	NH02	NH	02	0	Stratford Regional Planning Commission	1552340	1									
Northwood	NH02	NH	02	0	Stratford Regional Planning Commission	1556820	1									
Nottingham	NH02	NH	02	0	Stratford Regional Planning Commission	1557460	1									
Barrington	NH02	NH	02	0	Stratford Regional Planning Commission	1703460	1									
Dover	NH02	NH	02	0	Stratford Regional Planning Commission	1718820	1									
Durham	NH02	NH	02	0	Stratford Regional Planning Commission	1719700	1									
Farmington	NH02	NH	02	0	Stratford Regional Planning Commission	1726020	1									
Lee	NH02	NH	02	0	Stratford Regional Planning Commission	1741460	1									
Madbury	NH02	NH	02	0	Stratford Regional Planning Commission	1744820	1									
Middleton	NH02	NH	02	0	Stratford Regional Planning Commission	1747700	1									
Milton	NH02	NH	02	0	Stratford Regional Planning Commission	1748660	1									
New Durham	NH02	NH	02	0	Stratford Regional Planning Commission	1751220	1									
Rochester	NH02	NH	02	0	Stratford Regional Planning Commission	1765140	1									
Rollinsford	NH02	NH	02	0	Stratford Regional Planning Commission	1765540	1									
Somersworth	NH02	NH	02	0	Stratford Regional Planning Commission	1769940	1									
Strafford	NH02	NH	02	0	Stratford Regional Planning Commission	1773860	1									
Deering	NH03	NH	03	0	Central New Hampshire RPC	1117780	1									
Hillsborough	NH03	NH	03	0	Central New Hampshire RPC	1136180	1									
Allenstown	NH03	NH	03	0	Central New Hampshire RPC	1300660	1									
Boscawen	NH03	NH	03	0	Central New Hampshire RPC	1306260	1									
Bow	NH03	NH	03	0	Central New Hampshire RPC	1306500	1									
Bradford	NH03	NH	03	0	Central New Hampshire RPC	1306980	1									
Canterbury	NH03	NH	03	0	Central New Hampshire RPC	1309860	1									
Chichester	NH03	NH	03	0	Central New Hampshire RPC	1312420	1									
Concord	NH03	NH	03	0	Central New Hampshire RPC	1314200	1									
Dunbarton	NH03	NH	03	0	Central New Hampshire RPC	1319460	1									
Epsom	NH03	NH	03	0	Central New Hampshire RPC	1324900	1									
Henniker	NH03	NH	03	0	Central New Hampshire RPC	1335540	1									
Hopkinton	NH03	NH	03	0	Central New Hampshire RPC	1337540	1									
Loudon	NH03	NH	03	0	Central New Hampshire RPC	1343380	1									
Pembroke	NH03	NH	03	0	Central New Hampshire RPC	1360020	1									
Pittsfield	NH03	NH	03	0	Central New Hampshire RPC	1361940	1									
Salisbury	NH03	NH	03	0	Central New Hampshire RPC	1366980	1									
Sutton	NH03	NH	03	0	Central New Hampshire RPC	1375460	1									
Warner	NH03	NH	03	0	Central New Hampshire RPC	1378580	1									
Webster	NH03	NH	03	0	Central New Hampshire RPC	1380020	1									
Bedford	NH04	NH	04	0	Southern New Hampshire Planning Commission	1104500	1									
Francestown	NH04	NH	04	0	Southern New Hampshire Planning Commission	1127140	1									
Goffstown	NH04	NH	04	0	Southern New Hampshire Planning Commission	1129860	1									
Manchester	NH04	NH	04	0	Southern New Hampshire Planning Commission	1145140	1									
New Boston	NH04	NH	04	0	Southern New Hampshire Planning Commission	1150740	1									
Weare	NH04	NH	04	0	Southern New Hampshire Planning Commission	1179780	1									
Hooksett	NH04	NH	04	0	Southern New Hampshire Planning Commission	1337300	1									
Auburn	NH04	NH	04	0	Southern New Hampshire Planning Commission	1502820	1									
Candia	NH04	NH	04	0	Southern New Hampshire Planning Commission	1509300	1									
Chester	NH04	NH	04	0	Southern New Hampshire Planning Commission	1512100	1									
Deerfield	NH04	NH	04	0	Southern New Hampshire Planning Commission	1517460	1									
Derry	NH04	NH	04	0	Southern New Hampshire Planning Commission	1517940	1									
Londonderry	NH04	NH	04	0	Southern New Hampshire Planning Commission	1543220	1									
Windham	NH04	NH	04	0	Southern New Hampshire Planning Commission	1585780	1									
Albany	NH05	NH	05	0	North Country Council	300420	1									
Bartlett	NH05	NH	05	0	North Country Council	303700	1									
Chatham	NH05	NH	05	0	North Country Council	311780	1									
Conway	NH05	NH	05	0	North Country Council	314660	1									
Eaton	NH05	NH	05	0	North Country Council	323380	1									
Hart's Location	NH05	NH	05	0	North Country Council	334500	1									
Jackson	NH05	NH	05	0	North Country Council	338260	1									
Madison	NH05	NH	05	0	North Country Council	345060	1									
Berlin	NH05	NH	05	0	North Country Council	705140	1									
Carroll	NH05	NH	05	0	North Country Council	710100	1									
Clarksville	NH05	NH	05	0	North Country Council	713220	1									
Colebrook	NH05	NH	05	0	North Country Council	713780	1									
Columbia	NH05	NH	05	0	North Country Council	713940	1									
Dalton	NH05	NH	05	0	North Country Council	716820	1									
Dummer	NH05	NH	05	0	North Country Council	719300	1									
Errol	NH05	NH	05	0	North Country Council	725140	1									
Gorham	NH05	NH	05	0	North Country Council	730260	1									
Jefferson	NH05	NH	05	0	North Country Council	738820	1									
Lancaster	NH05	NH	05	0	North Country Council	740420	1									
Milan	NH05	NH	05	0	North Country Council	747860	1									
Northumberland	NH05	NH	05	0	North Country Council	756100	1									
Pittsburg	NH05	NH	05	0	North Country Council	761780	1									
Randolph	NH05	NH	05	0	North Country Council	763860	1									
Shelburne	NH05	NH	05	0	North Country Council	768980	1									
Stark	NH05	NH	05	0	North Country Council	773060	1									
Stewartstown	NH05	NH	05	0	North Country Council	773380	1									
Stratford	NH05	NH	05	0	North Country Council	774180	1									
Whitefield	NH05	NH	05	0	North Country Council	784420	1									
Bath	NH05	NH	05	0	North Country Council	903940	1									
Benton	NH05	NH	05	0	North Country Council	905060	1									
Bethlehem	NH05	NH	05	0	North Country Council	905460	1									
Campton	NH05	NH	05	0	North Country Council	908660	1									
Easton	NH05	NH	05	0	North Country Council	922020	1									
Ellsworth	NH05	NH	05	0	North Country Council	923860	1									
Franconia	NH05	NH	05	0	North Country Council	927300	1									
Groton	NH05	NH	05	0	North Country Council	932180	1									
Haverhill	NH05	NH	05	0	North Country Council	934820	1									
Landaff	NH05	NH	05	0	North Country Council	940660	1									
Lincoln	NH05	NH	05	0	North Country Council	941860	1									
Lisbon	NH05	NH	05	0	North Country Council	942020	1									
Littleton	NH05	NH	05	0	North Country Council	942580	1									
Lyman	NH05	NH	05	0	North Country Council	944100	1									
Monroe	NH05	NH	05	0	North Country Council	948980	1									
Plymouth	NH05	NH	05	0	North Country Council	962660	1									
Rumney	NH05	NH	05	0	North Country Council	965940	1									
Sugar Hill	NH05	NH	05	0	North Country Council	974740	1									
Thornton	NH05	NH	05	0	North Country Council	976740	1									
Warren	NH05	NH	05	0	North Country Council	978740	1									
Waterville Valley	NH05	NH	05	0	North Country Council	979380	1									
Wentworth	NH05	NH	05	0	North Country Council	980500	1									
Woodstock	NH05	NH	05	0	North Country Council	987060	1									
Canaan	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	908980	1									
Dorchester	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	918740	1									
Enfield	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	924340	1									
Grafton	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	930820	1									
Hanover	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	933860	1									
Lebanon	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	941300	1									
Lyme	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	944260	1									
Orange	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	958340	1									
Orford	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	958500	1									
Piermont	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	961060	1									
Newbury	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1350900	1									
New London	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1352100	1									
Wilmot	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1384900	1									
Acworth	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1900260	1									
Charlestown	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1911380	1									
Claremont	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1912900	1									
Cornish	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1915060	1									
Croydon	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1916340	1									
Goshen	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1930500	1									
Grantham	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1931220	1									
Lempster	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1941700	1									
Newport	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1952580	1									
Plainfield	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1962340	1									
Springfield	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1972740	1									
Sunapee	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1975060	1									
Unity	NH06	NH	06	0	Upper Valley Lake Sunapee Regional Planning Commission	1977940	1									
