Place,RIGOCode,RIGOCodeSt,RIGOCodeNo,RIGO2,RIGO,Code,Muni,,,,,,,,,
Hancock,MS08,MS,08,0,Southern Mississippi Planning and Development District,28045,0,,,,,,,,,
Harrison,MS08,MS,08,0,Southern Mississippi Planning and Development District,28047,0,,,,,,,,,
Jackson,MS08,MS,08,0,Southern Mississippi Planning and Development District,28059,0,,,,,,,,,
Jefferson Davis,MS08,MS,08,0,Southern Mississippi Planning and Development District,28065,0,,,,,,,,,
Jones,MS08,MS,08,0,Southern Mississippi Planning and Development District,28067,0,,,,,,,,,
Lamar,MS08,MS,08,0,Southern Mississippi Planning and Development District,28073,0,,,,,,,,,
Marion,MS08,MS,08,0,Southern Mississippi Planning and Development District,28091,0,,,,,,,,,
Pearl River,MS08,MS,08,0,Southern Mississippi Planning and Development District,28109,0,,,,,,,,,
Perry,MS08,MS,08,0,Southern Mississippi Planning and Development District,28111,0,,,,,,,,,
Stone,MS08,MS,08,0,Southern Mississippi Planning and Development District,28131,0,,,,,,,,,
Wayne,MS08,MS,08,0,Southern Mississippi Planning and Development District,28153,0,,,,,,,,,
Adams,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28001,0,,,,,,,,,
Amite,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28005,0,,,,,,,,,
Claiborne,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28021,0,,,,,,,,,
Franklin,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28037,0,,,,,,,,,
Jefferson,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28063,0,,,,,,,,,
Lawrence,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28077,0,,,,,,,,,
Lincoln,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28085,0,,,,,,,,,
Pike,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28113,0,,,,,,,,,
Walthall,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28147,0,,,,,,,,,
Wilkinson,MS09,MS,09,0,Southwest Mississippi Planning and Development District,28157,0,,,,,,,,,
Calhoun,MS10,MS,10,0,Three Rivers Planning and Development District,28013,0,,,,,,,,,
Chickasaw,MS10,MS,10,0,Three Rivers Planning and Development District,28017,0,,,,,,,,,
Itawamba,MS10,MS,10,0,Three Rivers Planning and Development District,28057,0,,,,,,,,,
Lafayette,MS10,MS,10,0,Three Rivers Planning and Development District,28071,0,,,,,,,,,
Lee,MS10,MS,10,0,Three Rivers Planning and Development District,28081,0,,,,,,,,,
Monroe,MS10,MS,10,0,Three Rivers Planning and Development District,28095,0,,,,,,,,,
Pontotoc,MS10,MS,10,0,Three Rivers Planning and Development District,28115,0,,,,,,,,,
Union,MS10,MS,10,0,Three Rivers Planning and Development District,28145,0,,,,,,,,,
Gallatin,MT01,MT,01,0,Northern Rocky Mountain Economic Development District,30031,0,,,,,,,,,
Park,MT01,MT,01,0,Northern Rocky Mountain Economic Development District,30067,0,,,,,,,,,
Blaine,MT02,MT,02,0,Bear Paw Development Corporatioin of Nothern Montana,30005,0,,,,,,,,,
Chouteau,MT02,MT,02,0,Bear Paw Development Corporatioin of Nothern Montana,30015,0,,,,,,,,,
Hill,MT02,MT,02,0,Bear Paw Development Corporatioin of Nothern Montana,30041,0,,,,,,,,,
Liberty,MT02,MT,02,0,Bear Paw Development Corporatioin of Nothern Montana,30051,0,,,,,,,,,
Phillips,MT02,MT,02,0,Bear Paw Development Corporatioin of Nothern Montana,30071,0,,,,,,,,,
Carter,MT03,MT,03,0,Eastern Plains Economic Development Corporation,30011,0,,,,,,,,,
Dawson,MT03,MT,03,0,Eastern Plains Economic Development Corporation,30021,0,,,,,,,,,
Fallon,MT03,MT,03,0,Eastern Plains Economic Development Corporation,30025,0,,,,,,,,,
Prairie,MT03,MT,03,0,Eastern Plains Economic Development Corporation,30079,0,,,,,,,,,
Wibaux,MT03,MT,03,0,Eastern Plains Economic Development Corporation,30109,0,,,,,,,,,
Cascade,MT04,MT,04,0,Sweetgrass Development District,30013,0,,,,,,,,,
Glacier,MT04,MT,04,0,Sweetgrass Development District,30035,0,,,,,,,,,
Pondera,MT04,MT,04,0,Sweetgrass Development District,30073,0,,,,,,,,,
Teton,MT04,MT,04,0,Sweetgrass Development District,30099,0,,,,,,,,,
Toole,MT04,MT,04,0,Sweetgrass Development District,30101,0,,,,,,,,,
Big Horn,MT05,MT,05,0,Beartooth Resource Conservation and Development District,30003,0,,,,,,,,,
Carbon,MT05,MT,05,0,Beartooth Resource Conservation and Development District,30009,0,,,,,,,,,
Stillwater,MT05,MT,05,0,Beartooth Resource Conservation and Development District,30095,0,,,,,,,,,
Sweet Grass,MT05,MT,05,0,Beartooth Resource Conservation and Development District,30097,0,,,,,,,,,
Yellowstone,MT05,MT,05,0,Beartooth Resource Conservation and Development District,30111,0,,,,,,,,,
Beaverhead,MT06,MT,06,0,Headwaters Resource Conservation and Development District,30001,0,,,,,,,,,
Deer Lodge,MT06,MT,06,0,Headwaters Resource Conservation and Development District,30023,0,,,,,,,,,
Granite,MT06,MT,06,0,Headwaters Resource Conservation and Development District,30039,0,,,,,,,,,
Madison,MT06,MT,06,0,Headwaters Resource Conservation and Development District,30057,0,,,,,,,,,
Powell,MT06,MT,06,0,Headwaters Resource Conservation and Development District,30077,0,,,,,,,,,
Silver Bow,MT06,MT,06,0,Headwaters Resource Conservation and Development District,30093,0,,,,,,,,,
Custer,MT07,MT,07,0,Southeast Montana Development Corporation,30017,0,,,,,,,,,
Powder River,MT07,MT,07,0,Southeast Montana Development Corporation,30075,0,,,,,,,,,
Rosebud,MT07,MT,07,0,Southeast Montana Development Corporation,30087,0,,,,,,,,,
Treasure,MT07,MT,07,0,Southeast Montana Development Corporation,30103,0,,,,,,,,,
Daniels,MT08,MT,08,0,Great Northern Development Corporation,30019,0,,,,,,,,,
Garfield,MT08,MT,08,0,Great Northern Development Corporation,30033,0,,,,,,,,,
McCone,MT08,MT,08,0,Great Northern Development Corporation,30055,0,,,,,,,,,
Roosevelt,MT08,MT,08,0,Great Northern Development Corporation,30085,0,,,,,,,,,
Sheridan,MT08,MT,08,0,Great Northern Development Corporation,30091,0,,,,,,,,,
Valley,MT08,MT,08,0,Great Northern Development Corporation,30105,0,,,,,,,,,
Fergus,MT09,MT,09,0,Snowy Mountain Development Corporation,30027,0,,,,,,,,,
Golden Valley,MT09,MT,09,0,Snowy Mountain Development Corporation,30037,0,,,,,,,,,
Judith Basin,MT09,MT,09,0,Snowy Mountain Development Corporation,30045,0,,,,,,,,,
Musselshell,MT09,MT,09,0,Snowy Mountain Development Corporation,30065,0,,,,,,,,,
Petroleum,MT09,MT,09,0,Snowy Mountain Development Corporation,30069,0,,,,,,,,,
Wheatland,MT09,MT,09,0,Snowy Mountain Development Corporation,30107,0,,,,,,,,,
Broadwater,MT10,MT,10,0,Montana Business Assistance Connection,30007,0,,,,,,,,,
Lewis and Clark,MT10,MT,10,0,Montana Business Assistance Connection,30049,0,,,,,,,,,
Meagher,MT10,MT,10,0,Montana Business Assistance Connection,30059,0,,,,,,,,,
Missoula,MT50,MT,50,0,Missoula MPO,30063,0,,,,,,,,,
Flathead,MT99,MT,99,0,Unattached,30029,0,,,,,,,,,
Lake,MT99,MT,99,0,Unattached,30047,0,,,,,,,,,
Lincoln,MT99,MT,99,0,Unattached,30053,0,,,,,,,,,
Mineral,MT99,MT,99,0,Unattached,30061,0,,,,,,,,,
Ravalli,MT99,MT,99,0,Unattached,30081,0,,,,,,,,,
Richland,MT99,MT,99,0,Unattached,30083,0,,,,,,,,,
Sanders,MT99,MT,99,0,Unattached,30089,0,,,,,,,,,
Anson,NC01,NC,01,0,Centralina Council of Governments,37007,0,,,,,,,,,
Cabarrus,NC01,NC,01,0,Centralina Council of Governments,37025,0,,,,,,,,,
Gaston,NC01,NC,01,0,Centralina Council of Governments,37071,0,,,,,,,,,
Iredell,NC01,NC,01,0,Centralina Council of Governments,37097,0,,,,,,,,,
Lincoln,NC01,NC,01,0,Centralina Council of Governments,37109,0,,,,,,,,,
Mecklenburg,NC01,NC,01,0,Centralina Council of Governments,37119,0,,,,,,,,,
Rowan,NC01,NC,01,0,Centralina Council of Governments,37159,0,,,,,,,,,
Stanly,NC01,NC,01,0,Centralina Council of Governments,37167,0,,,,,,,,,
Union,NC01,NC,01,0,Centralina Council of Governments,37179,0,,,,,,,,,
Alamance,NC02,NC,02,0,Piedmont Triad Regional Council,37001,0,,,,,,,,,
Caswell,NC02,NC,02,0,Piedmont Triad Regional Council,37033,0,,,,,,,,,
Davidson,NC02,NC,02,0,Piedmont Triad Regional Council,37057,0,,,,,,,,,
Davie,NC02,NC,02,0,Piedmont Triad Regional Council,37059,0,,,,,,,,,
Forsyth,NC02,NC,02,0,Piedmont Triad Regional Council,37067,0,,,,,,,,,
Guilford,NC02,NC,02,0,Piedmont Triad Regional Council,37081,0,,,,,,,,,
Montgomery,NC02,NC,02,0,Piedmont Triad Regional Council,37123,0,,,,,,,,,
Randolph,NC02,NC,02,0,Piedmont Triad Regional Council,37151,0,,,,,,,,,
Rockingham,NC02,NC,02,0,Piedmont Triad Regional Council,37157,0,,,,,,,,,
Stokes,NC02,NC,02,0,Piedmont Triad Regional Council,37169,0,,,,,,,,,
Surry,NC02,NC,02,0,Piedmont Triad Regional Council,37171,0,,,,,,,,,
Yadkin,NC02,NC,02,0,Piedmont Triad Regional Council,37197,0,,,,,,,,,
Chatham,NC03,NC,03,0,Triangle J Council of Governments,37037,0,,,,,,,,,
Durham,NC03,NC,03,0,Triangle J Council of Governments,37063,0,,,,,,,,,
Johnston,NC03,NC,03,0,Triangle J Council of Governments,37101,0,,,,,,,,,
Lee,NC03,NC,03,0,Triangle J Council of Governments,37105,0,,,,,,,,,
Moore,NC03,NC,03,0,Triangle J Council of Governments,37125,0,,,,,,,,,
Orange,NC03,NC,03,0,Triangle J Council of Governments,37135,0,,,,,,,,,
Wake,NC03,NC,03,0,Triangle J Council of Governments,37183,0,,,,,,,,,
Cherokee,NC04,NC,04,0,Southwestern Commission,37039,0,,,,,,,,,
Clay,NC04,NC,04,0,Southwestern Commission,37043,0,,,,,,,,,
Graham,NC04,NC,04,0,Southwestern Commission,37075,0,,,,,,,,,
Haywood,NC04,NC,04,0,Southwestern Commission,37087,0,,,,,,,,,
Jackson,NC04,NC,04,0,Southwestern Commission,37099,0,,,,,,,,,
Macon,NC04,NC,04,0,Southwestern Commission,37113,0,,,,,,,,,
Swain,NC04,NC,04,0,Southwestern Commission,37173,0,,,,,,,,,
Buncombe,NC05,NC,05,0,Land-of-Sky Regional Council,37021,0,,,,,,,,,
Henderson,NC05,NC,05,0,Land-of-Sky Regional Council,37089,0,,,,,,,,,
Madison,NC05,NC,05,0,Land-of-Sky Regional Council,37115,0,,,,,,,,,
Transylvania,NC05,NC,05,0,Land-of-Sky Regional Council,37175,0,,,,,,,,,
Cleveland,NC06,NC,06,0,Isothermal Planning and Development Commission,37045,0,,,,,,,,,
McDowell,NC06,NC,06,0,Isothermal Planning and Development Commission,37111,0,,,,,,,,,
Polk,NC06,NC,06,0,Isothermal Planning and Development Commission,37149,0,,,,,,,,,
Rutherford,NC06,NC,06,0,Isothermal Planning and Development Commission,37161,0,,,,,,,,,
Alleghany,NC07,NC,07,0,High Country Council of Governments,37005,0,,,,,,,,,
Ashe,NC07,NC,07,0,High Country Council of Governments,37009,0,,,,,,,,,
Avery,NC07,NC,07,0,High Country Council of Governments,37011,0,,,,,,,,,
Mitchell,NC07,NC,07,0,High Country Council of Governments,37121,0,,,,,,,,,
Watauga,NC07,NC,07,0,High Country Council of Governments,37189,0,,,,,,,,,
Wilkes,NC07,NC,07,0,High Country Council of Governments,37193,0,,,,,,,,,
Yancey,NC07,NC,07,0,High Country Council of Governments,37199,0,,,,,,,,,
Alexander,NC08,NC,08,0,Western Piedmont Council of Governments,37003,0,,,,,,,,,
Burke,NC08,NC,08,0,Western Piedmont Council of Governments,37023,0,,,,,,,,,
Caldwell,NC08,NC,08,0,Western Piedmont Council of Governments,37027,0,,,,,,,,,
Catawba,NC08,NC,08,0,Western Piedmont Council of Governments,37035,0,,,,,,,,,
Franklin,NC09,NC,09,0,Kerr-Tar Council of Governments,37069,0,,,,,,,,,
Granville,NC09,NC,09,0,Kerr-Tar Council of Governments,37077,0,,,,,,,,,
Person,NC09,NC,09,0,Kerr-Tar Council of Governments,37145,0,,,,,,,,,
Vance,NC09,NC,09,0,Kerr-Tar Council of Governments,37181,0,,,,,,,,,
Warren,NC09,NC,09,0,Kerr-Tar Council of Governments,37185,0,,,,,,,,,
Edgecombe,NC10,NC,10,0,Upper Coastal Plain Council of Governments,37065,0,,,,,,,,,
Halifax,NC10,NC,10,0,Upper Coastal Plain Council of Governments,37083,0,,,,,,,,,
Nash,NC10,NC,10,0,Upper Coastal Plain Council of Governments,37127,0,,,,,,,,,
Northampton,NC10,NC,10,0,Upper Coastal Plain Council of Governments,37131,0,,,,,,,,,
Wilson,NC10,NC,10,0,Upper Coastal Plain Council of Governments,37195,0,,,,,,,,,
Cumberland,NC11,NC,11,0,Mid-Carolina Council of Governments,37051,0,,,,,,,,,
Harnett,NC11,NC,11,0,Mid-Carolina Council of Governments,37085,0,,,,,,,,,
Sampson,NC11,NC,11,0,Mid-Carolina Council of Governments,37163,0,,,,,,,,,
Bladen,NC12,NC,12,0,Lumber River Council of Governments,37017,0,,,,,,,,,
Hoke,NC12,NC,12,0,Lumber River Council of Governments,37093,0,,,,,,,,,
Richmond,NC12,NC,12,0,Lumber River Council of Governments,37153,0,,,,,,,,,
Robeson,NC12,NC,12,0,Lumber River Council of Governments,37155,0,,,,,,,,,
Scotland,NC12,NC,12,0,Lumber River Council of Governments,37165,0,,,,,,,,,
Brunswick,NC13,NC,13,0,Cape Fear Council of Governments,37019,0,,,,,,,,,
Columbus,NC13,NC,13,0,Cape Fear Council of Governments,37047,0,,,,,,,,,
New Hanover,NC13,NC,13,0,Cape Fear Council of Governments,37129,0,,,,,,,,,
Pender,NC13,NC,13,0,Cape Fear Council of Governments,37141,0,,,,,,,,,
Carteret,NC14,NC,14,0,Eastern Carolina Council of Governments,37031,0,,,,,,,,,
Craven,NC14,NC,14,0,Eastern Carolina Council of Governments,37049,0,,,,,,,,,
Duplin,NC14,NC,14,0,Eastern Carolina Council of Governments,37061,0,,,,,,,,,
Greene,NC14,NC,14,0,Eastern Carolina Council of Governments,37079,0,,,,,,,,,
Jones,NC14,NC,14,0,Eastern Carolina Council of Governments,37103,0,,,,,,,,,
Lenoir,NC14,NC,14,0,Eastern Carolina Council of Governments,37107,0,,,,,,,,,
Onslow,NC14,NC,14,0,Eastern Carolina Council of Governments,37133,0,,,,,,,,,
Pamlico,NC14,NC,14,0,Eastern Carolina Council of Governments,37137,0,,,,,,,,,
Wayne,NC14,NC,14,0,Eastern Carolina Council of Governments,37191,0,,,,,,,,,
Beaufort,NC15,NC,15,0,Mid-East Commission,37013,0,,,,,,,,,
Bertie,NC15,NC,15,0,Mid-East Commission,37015,0,,,,,,,,,
Hertford,NC15,NC,15,0,Mid-East Commission,37091,0,,,,,,,,,
Martin,NC15,NC,15,0,Mid-East Commission,37117,0,,,,,,,,,
Pitt,NC15,NC,15,0,Mid-East Commission,37147,0,,,,,,,,,
Camden,NC16,NC,16,0,Albemarle Commission,37029,0,,,,,,,,,
Chowan,NC16,NC,16,0,Albemarle Commission,37041,0,,,,,,,,,
Currituck,NC16,NC,16,0,Albemarle Commission,37053,0,,,,,,,,,
Dare,NC16,NC,16,0,Albemarle Commission,37055,0,,,,,,,,,
Gates,NC16,NC,16,0,Albemarle Commission,37073,0,,,,,,,,,
Hyde,NC16,NC,16,0,Albemarle Commission,37095,0,,,,,,,,,
Pasquotank,NC16,NC,16,0,Albemarle Commission,37139,0,,,,,,,,,
Perquimans,NC16,NC,16,0,Albemarle Commission,37143,0,,,,,,,,,
Tyrrell,NC16,NC,16,0,Albemarle Commission,37177,0,,,,,,,,,
Washington,NC16,NC,16,0,Albemarle Commission,37187,0,,,,,,,,,
Cass,ND01,ND,01,0,Lake Agassiz Regional Council,38017,0,,,,,,,,,
Ransom,ND01,ND,01,0,Lake Agassiz Regional Council,38073,0,,,,,,,,,
Richland,ND01,ND,01,0,Lake Agassiz Regional Council,38077,0,,,,,,,,,
Sargent,ND01,ND,01,0,Lake Agassiz Regional Council,38081,0,,,,,,,,,
Steele,ND01,ND,01,0,Lake Agassiz Regional Council,38091,0,,,,,,,,,
Traill,ND01,ND,01,0,Lake Agassiz Regional Council,38097,0,,,,,,,,,
Burleigh,ND02,ND,02,0,Lewis and Clark Regional Development Council,38015,0,,,,,,,,,
Emmons,ND02,ND,02,0,Lewis and Clark Regional Development Council,38029,0,,,,,,,,,
Grant,ND02,ND,02,0,Lewis and Clark Regional Development Council,38037,0,,,,,,,,,
Kidder,ND02,ND,02,0,Lewis and Clark Regional Development Council,38043,0,,,,,,,,,
McLean,ND02,ND,02,0,Lewis and Clark Regional Development Council,38055,0,,,,,,,,,
Mercer,ND02,ND,02,0,Lewis and Clark Regional Development Council,38057,0,,,,,,,,,
Morton,ND02,ND,02,0,Lewis and Clark Regional Development Council,38059,0,,,,,,,,,
Oliver,ND02,ND,02,0,Lewis and Clark Regional Development Council,38065,0,,,,,,,,,
Sheridan,ND02,ND,02,0,Lewis and Clark Regional Development Council,38083,0,,,,,,,,,
Sioux,ND02,ND,02,0,Lewis and Clark Regional Development Council,38085,0,,,,,,,,,
Benson,ND03,ND,03,0,North Central Planning Council,38005,0,,,,,,,,,
Cavalier,ND03,ND,03,0,North Central Planning Council,38019,0,,,,,,,,,
Eddy,ND03,ND,03,0,North Central Planning Council,38027,0,,,,,,,,,
Ramsey,ND03,ND,03,0,North Central Planning Council,38071,0,,,,,,,,,
Rolette,ND03,ND,03,0,North Central Planning Council,38079,0,,,,,,,,,
Towner,ND03,ND,03,0,North Central Planning Council,38095,0,,,,,,,,,
Grand Forks,ND04,ND,04,0,Red River Regional Council,38035,0,,,,,,,,,
Nelson,ND04,ND,04,0,Red River Regional Council,38063,0,,,,,,,,,
Pembina,ND04,ND,04,0,Red River Regional Council,38067,0,,,,,,,,,
Walsh,ND04,ND,04,0,Red River Regional Council,38099,0,,,,,,,,,
Adams,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38001,0,,,,,,,,,
Billings,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38007,0,,,,,,,,,
Bowman,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38011,0,,,,,,,,,
Dunn,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38025,0,,,,,,,,,
Golden Valley,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38033,0,,,,,,,,,
Hettinger,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38041,0,,,,,,,,,
Slope,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38087,0,,,,,,,,,
Stark,ND05,ND,05,0,Roosevelt-Custer Regional Council for Development,38089,0,,,,,,,,,
Barnes,ND06,ND,06,0,South Central Dakota Regional Council,38003,0,,,,,,,,,
Dickey,ND06,ND,06,0,South Central Dakota Regional Council,38021,0,,,,,,,,,
Foster,ND06,ND,06,0,South Central Dakota Regional Council,38031,0,,,,,,,,,
Griggs,ND06,ND,06,0,South Central Dakota Regional Council,38039,0,,,,,,,,,
LaMoure,ND06,ND,06,0,South Central Dakota Regional Council,38045,0,,,,,,,,,
Logan,ND06,ND,06,0,South Central Dakota Regional Council,38047,0,,,,,,,,,
McIntosh,ND06,ND,06,0,South Central Dakota Regional Council,38051,0,,,,,,,,,
Stutsman,ND06,ND,06,0,South Central Dakota Regional Council,38093,0,,,,,,,,,
Wells,ND06,ND,06,0,South Central Dakota Regional Council,38103,0,,,,,,,,,
Bottineau,ND07,ND,07,0,Souris Basin Planning Council,38009,0,,,,,,,,,
Burke,ND07,ND,07,0,Souris Basin Planning Council,38013,0,,,,,,,,,
McHenry,ND07,ND,07,0,Souris Basin Planning Council,38049,0,,,,,,,,,
Mountrail,ND07,ND,07,0,Souris Basin Planning Council,38061,0,,,,,,,,,
Pierce,ND07,ND,07,0,Souris Basin Planning Council,38069,0,,,,,,,,,
Renville,ND07,ND,07,0,Souris Basin Planning Council,38075,0,,,,,,,,,
Ward,ND07,ND,07,0,Souris Basin Planning Council,38101,0,,,,,,,,,
Divide,ND08,ND,08,0,Tri-County Regional Development Council,38023,0,,,,,,,,,
McKenzie,ND08,ND,08,0,Tri-County Regional Development Council,38053,0,,,,,,,,,
Williams,ND08,ND,08,0,Tri-County Regional Development Council,38105,0,,,,,,,,,
Douglas,NE01,NE,01,0,Omaha-Council Bluffs Metropolitan Planning Agency,31055,0,,,,,,,,,
Sarpy,NE01,NE,01,0,Omaha-Council Bluffs Metropolitan Planning Agency,31153,0,,,,,,,,,
Washington,NE01,NE,01,0,Omaha-Council Bluffs Metropolitan Planning Agency,31177,0,,,,,,,,,
Banner,NE02,NE,02,0,Panhandle Area Development District,31007,0,,,,,,,,,
Box Butte,NE02,NE,02,0,Panhandle Area Development District,31013,0,,,,,,,,,
Cheyenne,NE02,NE,02,0,Panhandle Area Development District,31033,0,,,,,,,,,
Dawes,NE02,NE,02,0,Panhandle Area Development District,31045,0,,,,,,,,,
Deuel,NE02,NE,02,0,Panhandle Area Development District,31049,0,,,,,,,,,
Garden,NE02,NE,02,0,Panhandle Area Development District,31069,0,,,,,,,,,
Kimball,NE02,NE,02,0,Panhandle Area Development District,31105,0,,,,,,,,,
Morrill,NE02,NE,02,0,Panhandle Area Development District,31123,0,,,,,,,,,
Scotts Bluff,NE02,NE,02,0,Panhandle Area Development District,31157,0,,,,,,,,,
Sheridan,NE02,NE,02,0,Panhandle Area Development District,31161,0,,,,,,,,,
Sioux,NE02,NE,02,0,Panhandle Area Development District,31165,0,,,,,,,,,
Blaine,NE03,NE,03,0,Central Nebraska Economic Development District,31009,0,,,,,,,,,
Boyd,NE03,NE,03,0,Central Nebraska Economic Development District,31015,0,,,,,,,,,
Brown,NE03,NE,03,0,Central Nebraska Economic Development District,31017,0,,,,,,,,,
Cherry,NE03,NE,03,0,Central Nebraska Economic Development District,31031,0,,,,,,,,,
Custer,NE03,NE,03,0,Central Nebraska Economic Development District,31041,0,,,,,,,,,
Garfield,NE03,NE,03,0,Central Nebraska Economic Development District,31071,0,,,,,,,,,
Greeley,NE03,NE,03,0,Central Nebraska Economic Development District,31077,0,,,,,,,,,
Holt,NE03,NE,03,0,Central Nebraska Economic Development District,31089,0,,,,,,,,,
Keya Paha,NE03,NE,03,0,Central Nebraska Economic Development District,31103,0,,,,,,,,,
Loup,NE03,NE,03,0,Central Nebraska Economic Development District,31115,0,,,,,,,,,
Rock,NE03,NE,03,0,Central Nebraska Economic Development District,31149,0,,,,,,,,,
Sherman,NE03,NE,03,0,Central Nebraska Economic Development District,31163,0,,,,,,,,,
Valley,NE03,NE,03,0,Central Nebraska Economic Development District,31175,0,,,,,,,,,
Wheeler,NE03,NE,03,0,Central Nebraska Economic Development District,31183,0,,,,,,,,,
Arthur,NE04,NE,04,0,West Central Nebraska Development District,31005,0,,,,,,,,,
Chase,NE04,NE,04,0,West Central Nebraska Development District,31029,0,,,,,,,,,
Dawson,NE04,NE,04,0,West Central Nebraska Development District,31047,0,,,,,,,,,
Dundy,NE04,NE,04,0,West Central Nebraska Development District,31057,0,,,,,,,,,
Frontier,NE04,NE,04,0,West Central Nebraska Development District,31063,0,,,,,,,,,
Furnas,NE04,NE,04,0,West Central Nebraska Development District,31065,0,,,,,,,,,
Gosper,NE04,NE,04,0,West Central Nebraska Development District,31073,0,,,,,,,,,
Grant,NE04,NE,04,0,West Central Nebraska Development District,31075,0,,,,,,,,,
Hayes,NE04,NE,04,0,West Central Nebraska Development District,31085,0,,,,,,,,,
Hitchcock,NE04,NE,04,0,West Central Nebraska Development District,31087,0,,,,,,,,,
Hooker,NE04,NE,04,0,West Central Nebraska Development District,31091,0,,,,,,,,,
Keith,NE04,NE,04,0,West Central Nebraska Development District,31101,0,,,,,,,,,
Lincoln,NE04,NE,04,0,West Central Nebraska Development District,31111,0,,,,,,,,,
Logan,NE04,NE,04,0,West Central Nebraska Development District,31113,0,,,,,,,,,
McPherson,NE04,NE,04,0,West Central Nebraska Development District,31117,0,,,,,,,,,
Perkins,NE04,NE,04,0,West Central Nebraska Development District,31135,0,,,,,,,,,
Red Willow,NE04,NE,04,0,West Central Nebraska Development District,31145,0,,,,,,,,,
Thomas,NE04,NE,04,0,West Central Nebraska Development District,31171,0,,,,,,,,,
Adams,NE05,NE,05,0,South Central Economic Development District,31001,0,,,,,,,,,
Buffalo,NE05,NE,05,0,South Central Economic Development District,31019,0,,,,,,,,,
Clay,NE05,NE,05,0,South Central Economic Development District,31035,0,,,,,,,,,
Franklin,NE05,NE,05,0,South Central Economic Development District,31061,0,,,,,,,,,
Hall,NE05,NE,05,0,South Central Economic Development District,31079,0,,,,,,,,,
Hamilton,NE05,NE,05,0,South Central Economic Development District,31081,0,,,,,,,,,
Harlan,NE05,NE,05,0,South Central Economic Development District,31083,0,,,,,,,,,
Howard,NE05,NE,05,0,South Central Economic Development District,31093,0,,,,,,,,,
Kearney,NE05,NE,05,0,South Central Economic Development District,31099,0,,,,,,,,,
Merrick,NE05,NE,05,0,South Central Economic Development District,31121,0,,,,,,,,,
Nuckolls,NE05,NE,05,0,South Central Economic Development District,31129,0,,,,,,,,,
Phelps,NE05,NE,05,0,South Central Economic Development District,31137,0,,,,,,,,,
Webster,NE05,NE,05,0,South Central Economic Development District,31181,0,,,,,,,,,
Cass,NE06,NE,06,0,Southeast Nebraska Development Districts,31025,0,,,,,,,,,
Fillmore,NE06,NE,06,0,Southeast Nebraska Development Districts,31059,0,,,,,,,,,
Gage,NE06,NE,06,0,Southeast Nebraska Development Districts,31067,0,,,,,,,,,
Jefferson,NE06,NE,06,0,Southeast Nebraska Development Districts,31095,0,,,,,,,,,
Johnson,NE06,NE,06,0,Southeast Nebraska Development Districts,31097,0,,,,,,,,,
Nemaha,NE06,NE,06,0,Southeast Nebraska Development Districts,31127,0,,,,,,,,,
Otoe,NE06,NE,06,0,Southeast Nebraska Development Districts,31131,0,,,,,,,,,
Pawnee,NE06,NE,06,0,Southeast Nebraska Development Districts,31133,0,,,,,,,,,
Polk,NE06,NE,06,0,Southeast Nebraska Development Districts,31143,0,,,,,,,,,
Richardson,NE06,NE,06,0,Southeast Nebraska Development Districts,31147,0,,,,,,,,,
Saline,NE06,NE,06,0,Southeast Nebraska Development Districts,31151,0,,,,,,,,,
Saunders,NE06,NE,06,0,Southeast Nebraska Development Districts,31155,0,,,,,,,,,
Seward,NE06,NE,06,0,Southeast Nebraska Development Districts,31159,0,,,,,,,,,
Thayer,NE06,NE,06,0,Southeast Nebraska Development Districts,31169,0,,,,,,,,,
York,NE06,NE,06,0,Southeast Nebraska Development Districts,31185,0,,,,,,,,,
Antelope,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31003,0,,,,,,,,,
Boone,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31011,0,,,,,,,,,
Burt,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31021,0,,,,,,,,,
Butler,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31023,0,,,,,,,,,
Cedar,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31027,0,,,,,,,,,
Colfax,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31037,0,,,,,,,,,
Cuming,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31039,0,,,,,,,,,
Dixon,NE07,NE,07,0,Northeast Nebraska Economic Developmet District,31051,0,,,,,,,,,
